ticker,cik_code,auditor,INTERNALCONTROL_EFFECTIVE,year_ended_date,financials_date,fiscal_year,signature_date,NUMBEROFCONTROLWEAKNESS,audit_fees,non_audit_fees,year,big4
UFPI,912767,Deloitte & Touche LLP,Yes,2014-12-27,2014-12-27,2014,2015-02-25,0,475000,40000,2014,1
SPTN,877422,Deloitte & Touche LLP,Yes,2015-01-03,2015-01-03,2014,2015-03-04,0,814300,218350,2014,1
SCS,1050825,Deloitte & Touche LLP,Yes,2015-02-27,2015-02-27,2015,2015-04-16,0,2212000,865000,2015,1
UFPI,912767,Deloitte & Touche LLP,Yes,2015-12-26,2015-12-26,2015,2016-02-24,0,524000,25000,2015,1
SPTN,877422,Deloitte & Touche LLP,Yes,2016-01-02,2016-01-02,2015,2016-03-02,0,834682,13400,2015,1
SCS,1050825,Deloitte & Touche LLP,Yes,2016-02-26,2016-02-26,2016,2016-04-15,0,2062000,935000,2016,1
UFPI,912767,Deloitte & Touche LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-01,0,628000,125000,2016,1
SPTN,877422,Deloitte & Touche LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-01,0,837922,35000,2016,1
SCS,1050825,Deloitte & Touche LLP,Yes,2017-02-24,2017-02-24,2017,2017-04-14,0,2192000,1132000,2017,1
SPTN,877422,Deloitte & Touche LLP,Yes,2017-12-30,2017-12-30,2017,2018-02-26,0,875000,396625,2017,1
UFPI,912767,Deloitte & Touche LLP,Yes,2017-12-30,2017-12-30,2017,2018-02-28,0,866500,229000,2017,1
SCS,1050825,Deloitte & Touche LLP,Yes,2018-02-23,2018-02-23,2018,2018-04-10,0,2290000,1154000,2018,1
UFPI,912767,Deloitte & Touche LLP,Yes,2018-12-29,2018-12-29,2018,2019-02-27,0,671136,115000,2018,1
SPTN,877422,Deloitte & Touche LLP,Yes,2018-12-29,2018-12-29,2018,2019-02-27,0,922000,678850,2018,1
SCS,1050825,Deloitte & Touche LLP,Yes,2019-02-22,2019-02-22,2019,2019-04-12,0,2454000,1200100,2019,1
UFPI,912767,Deloitte & Touche LLP,Yes,2019-12-28,2019-12-28,2019,2020-02-26,0,862569,96019,2019,1
SPTN,877422,Deloitte & Touche LLP,Yes,2019-12-28,2019-12-28,2019,2020-02-26,0,991000,255000,2019,1
SCS,1050825,Deloitte & Touche LLP,Yes,2020-02-28,2020-02-28,2020,2020-04-27,0,2399500,1084000,2020,1
SPTN,877422,Deloitte & Touche LLP,Yes,2021-01-02,2021-01-02,2020,2021-03-03,0,1039000,183673,2020,1
UFPI,912767,Deloitte & Touche LLP,No,2020-12-26,2020-12-26,2020,2021-03-03,1,932279,148010,2020,1
SCS,1050825,Deloitte & Touche LLP,Yes,2021-02-26,2021-02-26,2021,2021-04-20,0,2397100,1002500,2021,1
PAC,1347557,Deloitte & Touche LLP,Yes,2007-12-31,2007-12-31,2007,2008-06-16,0,428675,597214,2007,1
PAC,1347557,Deloitte & Touche LLP,Yes,2008-12-31,2008-12-31,2008,2009-06-18,0,457300,540925,2008,1
PAC,1347557,Deloitte & Touche LLP,Yes,2009-12-31,2009-12-31,2009,2010-06-24,0,430391,437627,2009,1
PAC,1347557,Deloitte & Touche LLP,Yes,2010-12-31,2011-01-01,2010,2011-06-09,0,456579,440018,2010,1
PAC,1347557,Deloitte & Touche LLP,Yes,2011-12-31,2011-12-31,2011,2012-03-20,0,472137,501898,2011,1
PAC,1347557,Deloitte & Touche LLP,Yes,2012-12-31,2012-12-31,2012,2013-02-22,0,460799,371578,2012,1
PAC,1347557,Deloitte & Touche LLP,Yes,2013-12-31,2013-12-31,2013,2014-02-26,0,476931,337280,2013,1
PAC,1347557,Deloitte & Touche LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-25,0,498744,351342,2014,1
PAC,1347557,Deloitte & Touche LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-24,0,438720,346944,2015,1
PAC,1347557,Deloitte & Touche LLP,Yes,2015-12-31,2015-12-31,2015,2016-04-20,0,438720,346944,2015,1
VEDL,1370431,Deloitte & Touche LLP,Yes,2014-03-31,2014-03-31,2014,2014-08-15,0,2750200,469600,2014,1
VEDL,1370431,Deloitte & Touche LLP,Yes,2015-03-31,2015-03-31,2015,2015-08-14,0,3263100,387500,2015,1
VEDL,1370431,Deloitte & Touche LLP,Yes,2016-03-31,2016-03-31,2016,2016-08-01,0,2973000,351800,2016,1
AXS,1214816,Deloitte & Touche LLP,Yes,2004-12-31,2004-12-31,2004,2005-02-25,0,2389810,771892,2004,1
PRE.J,911421,Deloitte & Touche LLP,Yes,2004-12-31,2004-12-31,2004,2005-03-07,0,4042820,1359960,2004,1
PRE.J,911421,Deloitte & Touche LLP,Yes,2005-12-31,2005-12-31,2005,2006-03-01,0,4281000,17000,2005,1
AXS,1214816,Deloitte & Touche LLP,Yes,2005-12-31,2005-12-31,2005,2006-03-08,0,2873980,479628,2005,1
PRE.J,911421,Deloitte & Touche LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-01,0,4991430,0,2006,1
AXS,1214816,Deloitte & Touche LLP,Yes,2006-12-31,2006-12-31,2006,2007-02-28,0,3556940,550181,2006,1
AXS,1214816,Deloitte & Touche LLP,Yes,2007-12-31,2007-12-31,2007,2008-02-25,0,3850490,421327,2007,1
PRE.J,911421,Deloitte & Touche LLP,Yes,2007-12-31,2007-12-31,2007,2008-02-29,0,4985627,52000,2007,1
ESGR,1363829,Deloitte & Touche LLP,Yes,2007-12-31,2007-12-31,2007,2008-02-29,0,3488442,806648,2007,1
AXS,1214816,Deloitte & Touche LLP,Yes,2008-12-31,2008-12-31,2008,2009-02-24,0,3396978,454349,2008,1
PRE.J,911421,Deloitte & Touche LLP,Yes,2008-12-31,2008-12-31,2008,2009-02-27,0,6494810,40500,2008,1
ESGR,1363829,Deloitte & Touche LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-04,0,5163934,935218,2008,1
AXS,1214816,Deloitte & Touche LLP,Yes,2009-12-31,2009-12-31,2009,2010-02-22,0,3479254,780468,2009,1
PRE.J,911421,Deloitte & Touche LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-01,0,4993260,600740,2009,1
ESGR,1363829,Deloitte & Touche LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-03,0,5346344,1293328,2009,1
AXS,1214816,Deloitte & Touche LLP,Yes,2010-12-31,2010-12-31,2010,2011-02-18,0,3817098,711323,2010,1
PRE.J,911421,Deloitte & Touche LLP,Yes,2010-12-31,2010-12-31,2010,2011-02-28,0,6109244,58313,2010,1
ESGR,1363829,Deloitte & Touche LLP,Yes,2010-12-31,2010-12-31,2010,2011-03-04,0,6684975,963283,2010,1
AXS,1214816,Deloitte & Touche LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-22,0,3823781,592509,2011,1
ESGR,1363829,Deloitte & Touche LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-24,0,6908317,1650341,2011,1
PRE.J,911421,Deloitte & Touche LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-24,0,5882280,107050,2011,1
AXS,1214816,Deloitte & Touche LLP,Yes,2012-12-31,2012-12-31,2012,2013-02-22,0,3985942,458373,2012,1
PRE.J,911421,Deloitte & Touche LLP,Yes,2012-12-31,2012-12-31,2012,2013-02-26,0,6011941,98600,2012,1
AXS,1214816,Deloitte & Touche LLP,Yes,2013-12-31,2013-12-31,2013,2014-02-21,0,4206921,572402,2013,1
PRE.J,911421,Deloitte & Touche LLP,Yes,2013-12-31,2013-12-31,2013,2014-02-27,0,6174078,65619,2013,1
AXS,1214816,Deloitte & Touche LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-20,0,4625368,69627,2014,1
PRE.J,911421,Deloitte & Touche LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-26,0,5455920,74160,2014,1
AXS,1214816,Deloitte & Touche LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-25,0,4625368,105994,2015,1
PRE.J,911421,Deloitte & Touche LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-25,0,5468620,560567,2015,1
AXS,1214816,Deloitte & Touche LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-24,0,4668369,178100,2016,1
AXS,1214816,Deloitte & Touche LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-28,0,6580443,163985,2017,1
MHLD,1412100,Deloitte & Touche LLP,Yes,2017-12-31,2017-12-31,2017,2018-03-01,0,2678732,154749,2017,1
AXS,1214816,Deloitte & Touche LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-26,0,5697130,161095,2018,1
MHLD,1412100,Deloitte & Touche LLP,Yes,2018-12-31,2018-12-31,2018,2019-03-14,0,2719944,108400,2018,1
AXS,1214816,Deloitte & Touche LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-27,0,6064804,231130,2019,1
AXS,1214816,Deloitte & Touche LLP,Yes,2020-12-31,2020-12-31,2020,2021-02-26,0,5812318,252078,2020,1
HIG,874766,Deloitte & Touche LLP,Yes,2004-12-31,2004-12-31,2004,2005-02-24,0,10917500,1516753,2004,1
APH,820313,Deloitte & Touche LLP,Yes,2004-12-31,2004-12-31,2004,2005-03-11,0,2827000,370000,2004,1
ES,72741,Deloitte & Touche LLP,No,2004-12-31,2004-12-31,2004,2005-03-16,1,2679300,251155,2004,1
PLAB,810136,Deloitte & Touche LLP,Yes,2005-10-30,2005-10-30,2005,2006-01-11,0,1286240,302169,2005,1
HIG,874766,Deloitte & Touche LLP,Yes,2005-12-31,2005-12-31,2005,2006-02-22,0,13097800,849231,2005,1
ES,72741,Deloitte & Touche LLP,Yes,2005-12-31,2005-12-31,2005,2006-03-07,0,3309000,226700,2005,1
APH,820313,Deloitte & Touche LLP,Yes,2005-12-31,2005-12-31,2005,2006-03-14,0,2937000,1005000,2005,1
PLAB,810136,Deloitte & Touche LLP,Yes,2006-10-29,2006-10-29,2006,2007-01-11,0,1229420,82661,2006,1
APH,820313,Deloitte & Touche LLP,Yes,2006-12-31,2006-12-31,2006,2007-02-19,0,3161000,141000,2006,1
HIG,874766,Deloitte & Touche LLP,Yes,2006-12-31,2006-12-31,2006,2007-02-21,0,16144700,1409895,2006,1
ES,72741,Deloitte & Touche LLP,Yes,2006-12-31,2006-12-31,2006,2007-02-26,0,2938260,196104,2006,1
HIG,874766,Deloitte & Touche LLP,Yes,2007-12-31,2007-12-31,2007,2008-02-20,0,17013500,1407905,2007,1
APH,820313,Deloitte & Touche LLP,Yes,2007-12-31,2007-12-31,2007,2008-02-22,0,3381000,159000,2007,1
ES,72741,Deloitte & Touche LLP,Yes,2007-12-31,2007-12-31,2007,2008-02-28,0,2789900,318854,2007,1
HIG,874766,Deloitte & Touche LLP,Yes,2008-12-31,2008-12-31,2008,2009-02-11,0,19193300,1937125,2008,1
APH,820313,Deloitte & Touche LLP,Yes,2008-12-31,2008-12-31,2008,2009-02-23,0,2834000,2000,2008,1
ES,72741,Deloitte & Touche LLP,Yes,2008-12-31,2008-12-31,2008,2009-02-27,0,2914830,139000,2008,1
APH,820313,Deloitte & Touche LLP,Yes,2009-12-31,2009-12-31,2009,2010-02-23,0,3034000,99000,2009,1
HIG,874766,Deloitte & Touche LLP,Yes,2009-12-31,2009-12-31,2009,2010-02-23,0,16791000,2642507,2009,1
ES,72741,Deloitte & Touche LLP,Yes,2009-12-31,2009-12-31,2009,2010-02-26,0,2636780,90635,2009,1
CNLHN,23426,Deloitte & Touche LLP,Yes,2009-12-31,2009-12-31,2009,2010-02-26,0,NA,NA,2009,1
ES,72741,Deloitte & Touche LLP,Yes,2010-12-31,2010-12-31,2010,2011-02-25,0,2713150,984201,2010,1
CNLHN,23426,Deloitte & Touche LLP,Yes,2010-12-31,2010-12-31,2010,2011-02-25,0,NA,NA,2010,1
HIG,874766,Deloitte & Touche LLP,Yes,2010-12-31,2010-12-31,2010,2011-02-25,0,16598600,1904463,2010,1
APH,820313,Deloitte & Touche LLP,Yes,2010-12-31,2010-12-31,2010,2011-02-28,0,3321000,59000,2010,1
TELL,61398,Deloitte & Touche LLP,No,2011-06-30,2011-06-30,2011,2011-09-20,2,709057,247253,2011,1
PLAB,810136,Deloitte & Touche LLP,Yes,2011-10-30,2011-10-30,2011,2012-01-12,0,1202439,162547,2011,1
HIG,874766,Deloitte & Touche LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-24,0,17081800,1722354,2011,1
ES,72741,Deloitte & Touche LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-24,0,2956000,1410359,2011,1
CNLHN,23426,Deloitte & Touche LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-24,0,NA,NA,2011,1
APH,820313,Deloitte & Touche LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-24,0,3582000,617000,2011,1
PLAB,810136,Deloitte & Touche LLP,Yes,2012-10-28,2012-10-28,2012,2013-01-09,0,1058678,64073,2012,1
APH,820313,Deloitte & Touche LLP,Yes,2012-12-31,2012-12-31,2012,2013-02-22,0,4143000,128000,2012,1
ES,72741,Deloitte & Touche LLP,Yes,2012-12-31,2012-12-31,2012,2013-02-27,0,4356000,103500,2012,1
HIG,874766,Deloitte & Touche LLP,Yes,2012-12-31,2012-12-31,2012,2013-03-01,0,17788000,1856000,2012,1
PLAB,810136,Deloitte & Touche LLP,Yes,2013-11-03,2013-11-03,2013,2014-01-03,0,1031323,379609,2013,1
APH,820313,Deloitte & Touche LLP,Yes,2013-12-31,2013-12-31,2013,2014-02-21,0,4147000,339000,2013,1
ES,72741,Deloitte & Touche LLP,Yes,2013-12-31,2013-12-31,2013,2014-02-25,0,3493925,122300,2013,1
HIG,874766,Deloitte & Touche LLP,Yes,2013-12-31,2013-12-31,2013,2014-02-28,0,16205000,2015000,2013,1
PLAB,810136,Deloitte & Touche LLP,Yes,2014-11-02,2014-11-02,2014,2015-01-06,0,1139778,386054,2014,1
APH,820313,Deloitte & Touche LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-20,0,4714000,293000,2014,1
ES,72741,Deloitte & Touche LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-25,0,3775000,232300,2014,1
HIG,874766,Deloitte & Touche LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-27,0,15188000,2252000,2014,1
SWBI,1092796,Deloitte & Touche LLP,Yes,2015-04-30,2015-04-30,2015,2015-06-22,0,895375,0,2015,1
PLAB,810136,Deloitte & Touche LLP,Yes,2015-11-01,2015-11-01,2015,2016-01-07,0,1185291,189886,2015,1
APH,820313,Deloitte & Touche LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-19,0,4992000,576000,2015,1
HIG,874766,Deloitte & Touche LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-26,0,14679000,1273000,2015,1
ES,72741,Deloitte & Touche LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-26,0,3895500,170626,2015,1
SWBI,1092796,Deloitte & Touche LLP,Yes,2016-04-30,2016-04-30,2016,2016-06-16,0,943000,0,2016,1
PLAB,810136,Deloitte & Touche LLP,Yes,2016-10-30,2016-10-30,2016,2017-01-06,0,864000,80300,2016,1
APH,820313,Deloitte & Touche LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-17,0,5487000,422000,2016,1
ES,72741,Deloitte & Touche LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-22,0,3988000,348626,2016,1
HIG,874766,Deloitte & Touche LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-24,0,14457000,1134000,2016,1
PLAB,810136,Deloitte & Touche LLP,Yes,2017-10-29,2017-10-29,2017,2017-12-20,0,1088167,100054,2017,1
APH,820313,Deloitte & Touche LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-21,0,6025000,310000,2017,1
HIG,874766,Deloitte & Touche LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-23,0,13881000,1540000,2017,1
ES,72741,Deloitte & Touche LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-23,0,4243000,290922,2017,1
PLAB,810136,Deloitte & Touche LLP,Yes,2018-10-31,2018-10-31,2018,2018-12-21,0,1257728,56456,2018,1
APH,820313,Deloitte & Touche LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-13,0,5971000,351000,2018,1
HIG,874766,Deloitte & Touche LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-22,0,10171000,2350000,2018,1
ES,72741,Deloitte & Touche LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-26,0,4464500,661922,2018,1
VRTS,883237,Deloitte & Touche LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-27,0,805000,437300,2018,1
PLAB,810136,Deloitte & Touche LLP,Yes,2019-10-31,2019-10-31,2019,2019-12-20,0,1925793,90296,2019,1
APH,820313,Deloitte & Touche LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-12,0,5796000,399000,2019,1
HIG,874766,Deloitte & Touche LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-21,0,11668000,2059000,2019,1
ES,72741,Deloitte & Touche LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-26,0,4743400,898214,2019,1
VRTS,883237,Deloitte & Touche LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-27,0,878000,283625,2019,1
PLAB,810136,Deloitte & Touche LLP,No,2020-10-31,2020-10-31,2020,2021-01-14,1,1814318,145025,2020,1
APH,820313,Deloitte & Touche LLP,Yes,2020-12-31,2020-12-31,2020,2021-02-10,0,5562000,531000,2020,1
ES,72741,Deloitte & Touche LLP,Yes,2020-12-31,2020-12-31,2020,2021-02-17,0,4562000,734414,2020,1
HIG,874766,Deloitte & Touche LLP,Yes,2020-12-31,2020-12-31,2020,2021-02-19,0,11151000,1236000,2020,1
VRTS,883237,Deloitte & Touche LLP,Yes,2020-12-31,2020-12-31,2020,2021-02-26,0,873000,487000,2020,1
ARVN,1655759,Deloitte & Touche LLP,Yes,2020-12-31,2020-12-31,2020,2021-03-01,0,813000,0,2020,1
NOK,924613,Deloitte & Touche LLP,Yes,2020-12-31,2020-12-31,2020,2021-03-04,0,25462195,2968686,2020,1
NTP,829365,Deloitte & Touche LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-16,0,1116000,107000,2006,1
NTP,829365,Deloitte & Touche LLP,Yes,2007-12-31,2007-12-31,2007,2008-03-17,0,1573000,616000,2007,1
MLCO,1381640,Deloitte & Touche LLP,Yes,2007-12-31,2007-12-31,2007,2008-04-09,0,1480000,433805,2007,1
OIIM,1095348,Deloitte & Touche LLP,Yes,2007-12-31,2007-12-31,2007,2008-04-14,0,867400,87306,2007,1
NTP,829365,Deloitte & Touche LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-13,0,1211000,25000,2008,1
MLCO,1381640,Deloitte & Touche LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-31,0,1356000,163000,2008,1
FANH,1413855,Deloitte & Touche LLP,Yes,2008-12-31,2008-12-31,2008,2009-05-15,0,788000,217000,2008,1
MLCO,1381640,Deloitte & Touche LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-31,0,1070000,544000,2009,1
FANH,1413855,Deloitte & Touche LLP,Yes,2009-12-31,2009-12-31,2009,2010-05-07,0,2248000,59000,2009,1
MLCO,1381640,Deloitte & Touche LLP,Yes,2010-12-31,2010-12-31,2010,2011-04-01,0,1220000,403000,2010,1
FANH,1413855,Deloitte & Touche LLP,Yes,2010-12-31,2010-12-31,2010,2011-05-04,0,1962000,148000,2010,1
FANH,1413855,Deloitte & Touche LLP,Yes,2011-12-31,2011-12-31,2011,2012-04-24,0,1431000,0,2011,1
MLCO,1381640,Deloitte & Touche LLP,Yes,2011-12-31,2011-12-31,2011,2012-03-28,0,585000,1768000,2011,1
ZXAIY,1506756,Deloitte & Touche LLP,Yes,2012-12-31,2012-12-31,2012,2013-04-10,0,326168,158166,2012,1
MLCO,1381640,Deloitte & Touche LLP,Yes,2012-12-31,2012-12-31,2012,2013-03-27,0,1147000,629000,2012,1
FANH,1413855,Deloitte & Touche LLP,Yes,2012-12-31,2012-12-31,2012,2013-04-24,0,1680000,0,2012,1
MLCO,1381640,Deloitte & Touche LLP,Yes,2013-12-31,2013-12-31,2013,2014-03-26,0,957000,490000,2013,1
VIPS,1529192,Deloitte & Touche LLP,Yes,2013-12-31,2013-12-31,2013,2014-04-25,0,933000,57000,2013,1
CHA,1191255,Deloitte & Touche LLP,Yes,2013-12-31,2013-12-31,2013,2014-03-19,0,9655966,224557,2013,1
FANH,1413855,Deloitte & Touche LLP,Yes,2013-12-31,2013-12-31,2013,2014-04-29,0,1770900,28100,2013,1
ZXAIY,1506756,Deloitte & Touche LLP,Yes,2013-12-31,2013-12-31,2013,2014-04-28,0,625853,312926,2013,1
VIPS,1529192,Deloitte & Touche LLP,Yes,2014-12-31,2014-12-31,2014,2015-04-24,0,1637000,164000,2014,1
FANH,1413855,Deloitte & Touche LLP,Yes,2014-12-31,2014-12-31,2014,2015-04-23,0,1475000,0,2014,1
MLCO,1381640,Deloitte & Touche LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-25,0,892000,343000,2014,1
CHA,1191255,Deloitte & Touche LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-18,0,10747224,981757,2014,1
MLCO,1381640,Deloitte & Touche LLP,Yes,2015-12-31,2015-12-31,2015,2016-04-12,0,1443000,53000,2015,1
FANH,1413855,Deloitte & Touche LLP,Yes,2015-12-31,2015-12-31,2015,2016-04-21,0,1418000,204000,2015,1
VIPS,1529192,Deloitte & Touche LLP,Yes,2015-12-31,2015-12-31,2015,2016-04-22,0,1340000,187000,2015,1
CHA,1191255,Deloitte & Touche LLP,Yes,2015-12-31,2015-12-31,2015,2016-03-23,0,10956990,297814,2015,1
MLCO,1381640,Deloitte & Touche LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-25,0,892000,343000,2014,1
MLCO,1381640,Deloitte & Touche LLP,Yes,2016-12-31,2016-12-31,2016,2017-04-11,0,870000,175000,2016,1
VIPS,1529192,Deloitte & Touche LLP,Yes,2016-12-31,2016-12-31,2016,2017-04-14,0,1512000,721000,2016,1
FANH,1413855,Deloitte & Touche LLP,Yes,2016-12-31,2016-12-31,2016,2017-04-19,0,1456000,66000,2016,1
CHA,1191255,Deloitte & Touche LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-21,0,10693579,245500,2016,1
VIPS,1529192,Deloitte & Touche LLP,Yes,2017-12-31,2017-12-31,2017,2018-04-19,0,1921000,332000,2017,1
FANH,1413855,Deloitte & Touche LLP,Yes,2017-12-31,2017-12-31,2017,2018-04-20,0,1467500,60000,2017,1
CHA,1191255,Deloitte & Touche LLP,Yes,2017-12-31,2017-12-31,2017,2018-03-28,0,11664968,349357,2017,1
VIPS,1529192,Deloitte & Touche LLP,Yes,2018-12-31,2018-12-31,2018,2019-04-18,0,2036000,332000,2018,1
CHA,1191255,Deloitte & Touche LLP,Yes,2018-12-31,2018-12-31,2018,2019-03-19,0,11609843,515489,2018,1
FANH,1413855,Deloitte & Touche LLP,No,2018-12-31,2018-12-31,2018,2019-04-30,1,1656000,120000,2018,1
VIPS,1529192,Deloitte & Touche LLP,Yes,2019-12-31,2019-12-31,2019,2020-04-27,0,2183000,205000,2019,1
CHA,1191255,Deloitte & Touche LLP,Yes,2019-12-31,2019-12-31,2019,2020-03-24,0,11795625,466265,2019,1
FANH,1413855,Deloitte & Touche LLP,Yes,2019-12-31,2019-12-31,2019,2020-04-29,0,1693300,251200,2019,1
VIPS,1529192,Deloitte & Touche LLP,Yes,2020-12-31,2020-12-31,2020,2021-04-16,0,2237000,150000,2020,1
CHA,1191255,Deloitte & Touche LLP,Yes,2020-12-31,2020-12-31,2020,2021-03-09,0,11139214,453804,2020,1
FANH,1413855,Deloitte & Touche LLP,Yes,2020-12-31,2020-12-31,2020,2021-04-28,0,1600000,0,2020,1
MATX,3453,Deloitte & Touche LLP,Yes,2004-12-31,2004-12-31,2004,2005-02-24,0,1582060,226652,2004,1
MATX,3453,Deloitte & Touche LLP,Yes,2005-12-31,2005-12-31,2005,2006-02-24,0,1557150,94250,2005,1
MLP,63330,Deloitte & Touche LLP,Yes,2005-12-31,2005-12-31,2005,2006-03-03,0,1096000,101000,2005,1
MATX,3453,Deloitte & Touche LLP,Yes,2006-12-31,2006-12-31,2006,2007-02-23,0,1548750,163415,2006,1
MLP,63330,Deloitte & Touche LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-07,0,1180000,218000,2006,1
MATX,3453,Deloitte & Touche LLP,Yes,2007-12-31,2007-12-31,2007,2008-02-28,0,1617185,184256,2007,1
MLP,63330,Deloitte & Touche LLP,Yes,2007-12-31,2007-12-31,2007,2008-03-14,0,1072000,142000,2007,1
MATX,3453,Deloitte & Touche LLP,Yes,2008-12-31,2008-12-31,2008,2009-02-27,0,1605000,147000,2008,1
MLP,63330,Deloitte & Touche LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-30,0,908000,189000,2008,1
MATX,3453,Deloitte & Touche LLP,Yes,2009-12-31,2009-12-31,2009,2010-02-25,0,1556000,112000,2009,1
MLP,63330,Deloitte & Touche LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-26,0,856000,130000,2009,1
MATX,3453,Deloitte & Touche LLP,Yes,2010-12-31,2010-12-31,2010,2011-02-25,0,1501000,114000,2010,1
MATX,3453,Deloitte & Touche LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-28,0,1556000,114000,2011,1
ALEX,1545654,Deloitte & Touche LLP,Yes,2012-12-31,2012-12-31,2012,2013-02-28,0,1780000,83000,2012,1
MATX,3453,Deloitte & Touche LLP,Yes,2012-12-31,2012-12-31,2012,2013-02-28,0,1424000,121586,2012,1
MATX,3453,Deloitte & Touche LLP,Yes,2013-12-31,2013-12-31,2013,2014-02-28,0,1546000,189701,2013,1
ALEX,1545654,Deloitte & Touche LLP,Yes,2013-12-31,2013-12-31,2013,2014-03-03,0,1975000,459000,2013,1
MATX,3453,Deloitte & Touche LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-27,0,1711000,228000,2014,1
ALEX,1545654,Deloitte & Touche LLP,No,2014-12-31,2014-12-31,2014,2015-03-09,1,1890000,304000,2014,1
MATX,3453,Deloitte & Touche LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-26,0,2685000,531000,2015,1
ALEX,1545654,Deloitte & Touche LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-29,0,1995000,188000,2015,1
MATX,3453,Deloitte & Touche LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-24,0,2530000,336000,2016,1
ALEX,1545654,Deloitte & Touche LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-01,0,1974000,517000,2016,1
MATX,3453,Deloitte & Touche LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-23,0,2320000,180000,2017,1
FHB,36377,Deloitte & Touche LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-28,0,1709000,105000,2017,1
ALEX,1545654,Deloitte & Touche LLP,Yes,2017-12-31,2017-12-31,2017,2018-03-01,0,1803000,1121000,2017,1
HE,354707,Deloitte & Touche LLP,Yes,2017-12-31,2017-12-31,2017,2018-03-01,0,2742000,543000,2017,1
FHB,36377,Deloitte & Touche LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-27,0,2197000,176000,2018,1
ALEX,1545654,Deloitte & Touche LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-28,0,2335000,43000,2018,1
HE,354707,Deloitte & Touche LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-28,0,2405000,1563907,2018,1
MATX,3453,Deloitte & Touche LLP,Yes,2018-12-31,2018-12-31,2018,2019-03-04,0,2640000,95000,2018,1
ALEX,1545654,Deloitte & Touche LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-27,0,1966000,34000,2019,1
