companyname,stateincorp,ticker,year,sic,totalassets,costofgoodssold,netincome,sale,advertising,sellingadmin,mktvalue,commonequity,totalliability
SEMTECH CORP,DE,SMTC,2014,3674,948.94,214.441,-164.466,594.977,0.118,253.242,1534.7252,535.843,413.097
SEMTECH CORP,DE,SMTC,2015,3674,929.431,202.2,27.947,557.885,0.052,238.185,1701.059,551.358,378.073
SEMTECH CORP,DE,SMTC,2016,3674,911.517,173.644,11.497,490.219,0.2,238.704,1306.4598,528.051,383.466
SEMTECH CORP,DE,SMTC,2017,3674,1011.542,197.71,54.661,544.272,0.4,238.884,2167.8794,605.263,406.279
SHERWIN-WILLIAMS CO,OH,SHW,2008,2851,4415.759,4315.416,476.876,7979.727,233.604,2643.58,6992.8413,1605.648,2810.111
SHERWIN-WILLIAMS CO,OH,SHW,2009,2851,4323.855,3660.176,435.848,7094.249,218.37,2534.775,6746.7911,1490.95,2832.905
SHERWIN-WILLIAMS CO,OH,SHW,2010,2851,5169.235,4120.035,462.485,7776.424,217.637,2728.122,8963.0088,1609.44,3559.795
SHERWIN-WILLIAMS CO,OH,SHW,2011,2851,5229.252,4840.233,441.86,8765.699,227.303,2960.814,9271.0466,1516.919,3712.333
SHERWIN-WILLIAMS CO,OH,SHW,2012,2851,6234.737,5133.034,631.034,9534.462,247.469,3195.648,15884.9914,1791.804,4442.933
SHERWIN-WILLIAMS CO,OH,SHW,2013,2851,6382.507,5381.172,752.561,10185.532,262.492,3467.681,18373.6715,1774.535,4607.972
SHERWIN-WILLIAMS CO,OH,SHW,2014,2851,5706.052,5787.524,865.887,11129.533,299.201,3822.966,24910.9402,996.47,4709.582
SHERWIN-WILLIAMS CO,OH,SHW,2015,2851,5791.855,5581.516,1053.849,11339.304,338.188,3913.518,23947.3212,867.91,4923.945
SHERWIN-WILLIAMS CO,OH,SHW,2016,2851,6752.521,5735.626,1132.703,11855.602,351.002,4101.026,24996.3136,1878.441,4874.08
SHERWIN-WILLIAMS CO,OH,SHW,2017,2851,19958.427,7802.78,1772.262,14983.788,374.059,4658.615,38496.1954,3692.188,16266.239
SMITH (A.O.),DE,AOS,2008,3630,1883.9,1741.1,81.9,2304.9,40.3,357.4,890.825,641.1,1242.8
SMITH (A.O.),DE,AOS,2009,3630,1901.3,1423.3,81.3,1991.5,42,366.6,1318.1448,770.7,1111.5
SMITH (A.O.),DE,AOS,2010,3630,2112,1002.5,111.7,1489.3,47.9,328.7,1745.3206,881.4,1230.6
SMITH (A.O.),DE,AOS,2011,3630,2349,1159.1,305.7,1710.5,58.9,367.3,1838.5792,1085.8,1263.2
SMITH (A.O.),DE,AOS,2012,3630,2265.2,1232.7,158.7,1939.3,69.2,450.5,2914.6539,1194.1,1071.1
SMITH (A.O.),DE,AOS,2013,3630,2391.5,1320.3,169.7,2153.8,78,524.5,4921.4317,1328.7,1062.8
SMITH (A.O.),DE,AOS,2014,3630,2515.3,1436.9,207.8,2356,94,572.1,5043.054,1381.3,1134
SMITH (A.O.),DE,AOS,2015,3630,2646.5,1463.7,282.9,2536.5,102.2,610.7,6737.6963,1442.3,1204.2
SMITH (A.O.),DE,AOS,2016,3630,2891,1501.5,326.5,2685.9,113.9,658.9,8212.4314,1515.3,1375.7
SMITH (A.O.),DE,AOS,2017,3630,3197.3,1687.9,296.5,2996.7,126.9,718.2,10519.5086,1648.8,1548.5
SMUCKER (JM) CO,OH,SJM,2008,2033,3129.881,1678.708,170.379,2524.774,55.522,490.665,2724.5952,1799.853,1330.028
SMUCKER (JM) CO,OH,SJM,2009,2033,8192.161,2427.054,265.953,3757.933,77.363,675.785,4665.8268,4939.931,3252.23
SMUCKER (JM) CO,OH,SJM,2010,2033,7974.853,2706.504,494.138,4605.289,130.583,879.461,7274.5973,5326.32,2648.533
SMUCKER (JM) CO,OH,SJM,2011,2033,8324.585,2860.911,479.482,4825.743,115.066,863.52,8570.892,5292.363,3032.222
SMUCKER (JM) CO,OH,SJM,2012,2033,9115.226,3517.031,459.744,5525.782,119.6,893.022,8781.9946,5163.386,3951.84
SMUCKER (JM) CO,OH,SJM,2013,2033,9031.8,3714.9,544.2,5897.7,131.6,974.1,10992.653,5148.8,3883
SMUCKER (JM) CO,OH,SJM,2014,2033,9072.1,3419.7,565.2,5610.6,124.7,989,9832.066,5029.6,4042.5
SMUCKER (JM) CO,OH,SJM,2015,2033,16882.6,3513.3,344.9,5692.7,107,1031.9,13861.3658,7086.9,9795.7
SMUCKER (JM) CO,OH,SJM,2016,2033,15984.1,4609.5,688.7,7811.2,170.3,1514,14768.6629,7008.5,8975.6
SMUCKER (JM) CO,OH,SJM,2017,2033,15639.7,4339.6,592.3,7388.5,169.8,1392.1,14375.1168,6850.2,8789.5
SNAP-ON INC,DE,SNA,2008,3420,2710.3,1494.6,236.7,2934.7,59,964.6,2262.066,1186.5,1501.5
SNAP-ON INC,DE,SNA,2009,3420,3447.4,1214.8,134.2,2420.8,36.8,858.7,2440.3037,1290,2141.8
SNAP-ON INC,DE,SNA,2010,3420,3729.4,1372.5,186.5,2681.5,41.1,890.7,3291.9376,1388.5,2325
SNAP-ON INC,DE,SNA,2011,3420,3672.9,1485.5,276.3,2978.5,46.3,949.1,2947.3495,1530.9,2125.6
SNAP-ON INC,DE,SNA,2012,3420,3902.3,1514.9,306.1,3099.2,50.1,974.7,4601.5625,1802.1,2083.3
SNAP-ON INC,DE,SNA,2013,3420,4110,1557.8,350.3,3237.5,49.9,1010.4,6364.8643,2113.2,1979.6
SNAP-ON INC,DE,SNA,2014,3420,4310.1,1674,421.9,3492.6,51.4,1047.9,7946.3716,2207.8,2084.8
SNAP-ON INC,DE,SNA,2015,3420,4486.9,1692.1,478.7,3593.1,54.9,1053.7,9957.8544,2412.7,2056.2
SNAP-ON INC,DE,SNA,2016,3420,4723.2,1717.1,546.4,3711.8,52.6,1054,9925.0965,2617.2,2088
SNAP-ON INC,DE,SNA,2017,3420,5249.1,1864.5,557.7,4000.3,55.7,1114.7,9881.067,2953.9,2276.8
SOUTHWEST AIRLINES,TX,LUV,2008,4512,14308,8590,178,11023,199,1375,6378.7397,4953,9355
SOUTHWEST AIRLINES,TX,LUV,2009,4512,14269,8069,99,10350,204,1337,8490.1011,5466,8803
SOUTHWEST AIRLINES,TX,LUV,2010,4512,15463,9062,459,12104,202,1422,9701.7063,6237,9226
SOUTHWEST AIRLINES,TX,LUV,2011,4512,18068,12237,178,15658,237,1862,6613.1222,6877,11191
SOUTHWEST AIRLINES,TX,LUV,2012,4512,18596,13399,421,17088,223,2039,7478.4666,6992,11604
SOUTHWEST AIRLINES,TX,LUV,2013,4512,19345,13342,754,17699,208,2126,13196.949,7336,12009
SOUTHWEST AIRLINES,TX,LUV,2014,4512,20200,13111,1136,18605,207,2205,28591.1381,6775,13425
SOUTHWEST AIRLINES,TX,LUV,2015,4512,21312,12074,2181,19648,218,2279,27885.7421,7358,13954
SOUTHWEST AIRLINES,TX,LUV,2016,4512,23286,12930,2244,20425,232,2471,30659.6242,8441,14845
SOUTHWEST AIRLINES,TX,LUV,2017,4512,25110,13680,3488,21171,224,2592,38520.663,10430,14680
AT&T INC,DE,T,2008,4812,265245,49895,12867,124028,3073,31187,167950.7565,96347,168898
AT&T INC,DE,T,2009,4812,268752,50405,12535,123018,2797,31407,165431.1259,101900,166427
AT&T INC,DE,T,2010,4812,268488,52263,19864,124280,2989,33065,173667.7361,111647,156538
AT&T INC,DE,T,2011,4812,270344,57374,3944,126723,2359,34663,179217.7229,105534,164547
AT&T INC,DE,T,2012,4812,272315,55215,7264,127434,2910,41079,188148.8255,92362,179620
AT&T INC,DE,T,2013,4812,277787,51465,18249,128752,3268,27913,183757.2706,90988,186305
AT&T INC,DE,T,2014,4812,292829,61061,6224,132447,3272,39697,174228.4077,86370,205905
AT&T INC,DE,T,2015,4812,402672,66002,13345,146801,3632,32954,211447.3854,122671,279032
AT&T INC,DE,T,2016,4812,403821,76884,12976,163763,3768,36717,261091.4148,123135,279711
AT&T INC,DE,T,2017,4812,444097,77379,29450,160789,3772,34049,238700.844,140861,302090
STANLEY BLACK & DECKER INC,CT,SWK,2008,3540,4879.2,2662.3,313.3,4426.2,68.3,1107.6,2689.6716,1688,3191.2
STANLEY BLACK & DECKER INC,CT,SWK,2009,3540,4769.1,2133.3,224.3,3737.1,54.1,1023.4,4145.4733,1986.1,2757.6
STANLEY BLACK & DECKER INC,CT,SWK,2010,3540,15139.4,5062,198.2,8409.6,320.7,2086.5,11123.6239,7017,8069.7
STANLEY BLACK & DECKER INC,CT,SWK,2011,3540,15949,6317.6,674.6,10376.4,336.3,2452.7,11427.5772,7003.6,8882.2
STANLEY BLACK & DECKER INC,CT,SWK,2012,3540,15844,6239.2,883.8,10190.5,281.2,2382,11831.6494,6667.1,9116.9
STANLEY BLACK & DECKER INC,CT,SWK,2013,3540,16535.1,6800.8,490.3,11001.2,293.5,2578.3,12545.6005,6799.2,9654.6
STANLEY BLACK & DECKER INC,CT,SWK,2014,3540,15849.1,6970.7,760.9,11338.6,328,2564.3,15096.57,6429.1,9337.2
STANLEY BLACK & DECKER INC,CT,SWK,2015,3540,15172.3,6842.9,883.7,11171.8,313.6,2486.4,16430.4431,5811.6,9313.1
STANLEY BLACK & DECKER INC,CT,SWK,2016,3540,15634.9,6876.1,965.3,11406.9,356.6,2623.9,17497.1064,6367,9261.3
STANLEY BLACK & DECKER INC,CT,SWK,2017,3540,19079.9,7625.5,1226,12747.2,420.7,2942.4,26138.7082,7547.1,10780
STARRETT (L.S.) CO  -CL A,MA,SCX,2008,3420,250.285,155.358,10.831,242.371,4.9,62.707,154.825,186.773,63.512
STARRETT (L.S.) CO  -CL A,MA,SCX,2009,3420,194.241,134.219,-3.22,203.659,4.6,59.904,46.4053,142.878,51.363
STARRETT (L.S.) CO  -CL A,MA,SCX,2010,3420,200.134,131.411,-2.983,203.662,5,61.525,64.4568,132.382,67.752
STARRETT (L.S.) CO  -CL A,MA,SCX,2011,3420,227.179,152.618,6.845,244.841,5.1,70.75,69.2238,153.338,73.841
STARRETT (L.S.) CO  -CL A,MA,SCX,2012,3420,252.166,172.075,0.888,260.148,5.6,79.495,79.368,127.838,124.328
STARRETT (L.S.) CO  -CL A,MA,SCX,2013,3420,230.794,162.31,-0.162,243.797,6,73.09,68.7908,126.742,104.052
STARRETT (L.S.) CO  -CL A,MA,SCX,2014,3420,239.248,156.68,6.712,247.134,5.5,69.181,107.1874,136.314,102.934
STARRETT (L.S.) CO  -CL A,MA,SCX,2015,3420,212.272,156.138,5.244,241.55,5.7,68.092,106.1418,114.43,97.842
STARRETT (L.S.) CO  -CL A,MA,SCX,2016,3420,201.598,155.483,-14.13,209.685,5,63.319,83.8449,91.513,110.085
STARRETT (L.S.) CO  -CL A,MA,SCX,2017,3420,192.665,138.047,0.991,207.023,5.2,62.006,61.2114,92.026,100.639
STURM RUGER & CO INC,DE,RGR,2008,3480,112.76,133.365,8.666,181.483,2.3,30.056,113.7106,65.603,47.157
STURM RUGER & CO INC,DE,RGR,2009,3480,141.679,176.08,27.503,271.475,2.7,42.48,185.0081,95.516,46.163
STURM RUGER & CO INC,DE,RGR,2010,3480,157.761,162.017,28.255,255.635,2.3,40.169,288.0177,114.48,43.281
STURM RUGER & CO INC,DE,RGR,2011,3480,206.51,204.91,40.015,329.689,2.9,49.661,638.5172,137.391,69.119
STURM RUGER & CO INC,DE,RGR,2012,3480,174.486,297.983,70.629,492.648,3.4,67.594,874.5402,95.032,79.454
STURM RUGER & CO INC,DE,RGR,2013,3480,277.118,409.309,111.272,688.934,3.2,84.1,1414.1453,179.086,98.032
STURM RUGER & CO INC,DE,RGR,2014,3480,254.382,338.594,38.628,544.942,3.6,73.449,648.8623,185.462,68.92
STURM RUGER & CO INC,DE,RGR,2015,3480,315.883,342.699,62.126,552.178,3,77.728,1115.5415,227.738,88.145
STURM RUGER & CO INC,DE,RGR,2016,3480,355.404,409.419,87.472,665.47,2.9,85.15,984.9103,265.9,89.504
STURM RUGER & CO INC,DE,RGR,2017,3480,284.318,333.984,52.142,522.762,3.1,77.628,973.298,230.149,54.169
SUPERVALU INC,DE,SVU,2008,5141,21062,32913,593,44048,162,8347,5565,5953,15109
SUPERVALU INC,DE,SVU,2009,5141,17604,33374,-2855,44564,193,8508,3309.32,2581,15023
SUPERVALU INC,DE,SVU,2010,5141,16436,31444,393,40597,137,6970,3237.24,2887,13549
SUPERVALU INC,DE,SVU,2011,5141,13758,29124,-1510,37572,120,6639,1829.56,1340,12418
SUPERVALU INC,DE,SVU,2012,5141,12053,28081,-1040,36100,164,6188,1384.36,21,12032
SUPERVALU INC,DE,SVU,2013,5141,11034,14803,-1466,17097,86,2055,845.61,-1415,12449
SUPERVALU INC,DE,SVU,2014,5141,4374,14620,182,17155,63,1770,1656.32,-738,5112
SUPERVALU INC,DE,SVU,2015,5141,4485,15242,192,17820,69,1797,2568.8,-646,5121
SUPERVALU INC,DE,SVU,2016,5141,4370,14945,178,17529,64,1825,1354.15,-441,4803
SUPERVALU INC,DE,SVU,2017,5141,3580,10693,650,12480,32,1351,1013.04,376,3197
SUPERIOR GROUP OF COS INC,FL,SGC,2008,2300,79.591,80.167,2.134,123.745,0.135,34.264,45.9847,60.695,18.896
SUPERIOR GROUP OF COS INC,FL,SGC,2009,2300,73.568,66.635,1.967,102.802,0.102,30.162,57.681,60.119,13.449
SUPERIOR GROUP OF COS INC,FL,SGC,2010,2300,74.194,65.858,3.807,105.878,0.058,31.696,65.56,61.1,13.094
SUPERIOR GROUP OF COS INC,FL,SGC,2011,2300,80.947,69.132,4.136,112.373,0.084,34.646,73.5341,61.046,19.901
SUPERIOR GROUP OF COS INC,FL,SGC,2012,2300,78.913,77.423,3.031,119.486,0.051,33.886,70.0282,57.788,21.125
SUPERIOR GROUP OF COS INC,FL,SGC,2013,2300,125.494,96.356,5.85,151.496,0.089,42.878,100.9296,71.935,53.559
SUPERIOR GROUP OF COS INC,FL,SGC,2014,2300,139.937,123.673,11.349,196.249,0.114,50.724,198.4531,80.412,59.525
SUPERIOR GROUP OF COS INC,FL,SGC,2015,2300,151.8,135.011,13.066,210.317,0.135,52.018,236.3107,92.69,59.11
SUPERIOR GROUP OF COS INC,FL,SGC,2016,2300,196.848,160.679,14.638,252.596,0.061,65.277,284.7451,110.55,86.298
SUPERIOR GROUP OF COS INC,FL,SGC,2017,2300,218.938,164.809,15.022,266.814,0.1,71.616,402.8402,124.968,93.97
TELEPHONE & DATA SYSTEMS INC,DE,TDS,2008,4812,7652.416,1853.686,93.541,5092.019,284.9,1921.43,3364.858,3767.487,3234.377
TELEPHONE & DATA SYSTEMS INC,DE,TDS,2009,4812,7608.784,1875.753,193.902,5020.674,266.5,1966.707,3411.2892,3777.305,3164.828
TELEPHONE & DATA SYSTEMS INC,DE,TDS,2010,4812,7762.519,1922.329,143.856,4986.829,273,2008.972,3559.7799,3813.922,3300.855
TELEPHONE & DATA SYSTEMS INC,DE,TDS,2011,4812,8201.005,2052.837,200.566,5180.471,267.7,2021.261,2583.1748,3962.161,3597.321
TELEPHONE & DATA SYSTEMS INC,DE,TDS,2012,4812,8623.9,2285.264,81.861,5345.277,240.9,2033.901,2391.8063,4011.536,3967.08
TELEPHONE & DATA SYSTEMS INC,DE,TDS,2013,4812,8904.147,2241.262,141.927,4901.236,212.8,1947.778,2803.7555,4117.837,4233.514
TELEPHONE & DATA SYSTEMS INC,DE,TDS,2014,4812,8906.939,2532.895,-136.355,5009.438,228.5,1865.807,2724.4498,3926.278,4450.778
TELEPHONE & DATA SYSTEMS INC,DE,TDS,2015,4812,9422.462,2433.067,219.037,5182.441,267.9,1780.463,2821.1297,4125.55,4717.214
TELEPHONE & DATA SYSTEMS INC,DE,TDS,2016,4812,9446,2443,43,5102,263,1761,3175.7,4144,4695
TELEPHONE & DATA SYSTEMS INC,DE,TDS,2017,4812,9295,2369,153,5044,228,1686,3085.8,4269,4402
TENNANT CO,MN,TNC,2008,3580,456.604,392.196,10.624,701.405,3.057,246.41,281.589,209.904,246.7
TENNANT CO,MN,TNC,2009,3580,377.726,326.964,-26.241,595.875,4.38,226.566,491.0887,184.279,193.447
TENNANT CO,MN,TNC,2010,3580,403.668,361.502,34.803,667.667,5.516,245.798,731.288,216.133,187.535
TENNANT CO,MN,TNC,2011,3580,424.262,411.917,32.713,753.998,6.728,263.696,732.1165,220.852,203.41
TENNANT CO,MN,TNC,2012,3580,420.76,392.812,41.584,738.98,6.466,262.617,811.4928,235.054,185.706
TENNANT CO,MN,TNC,2013,3580,456.306,405.857,40.231,752.011,6.412,260.488,1253.9425,263.846,192.46
TENNANT CO,MN,TNC,2014,3580,486.932,449.493,50.651,821.983,8.583,280.33,1329.0106,280.651,206.281
TENNANT CO,MN,TNC,2015,3580,432.295,444.708,32.088,811.799,7.418,280.941,998.2774,252.207,180.088
TENNANT CO,MN,TNC,2016,3580,470.037,438.677,46.614,808.572,7.269,282.948,1259.3856,278.543,191.494
TENNANT CO,MN,TNC,2017,3580,993.977,548.147,-6.195,1003.066,8.228,349.925,1299.0547,296.503,695.503
TERADYNE INC,MA,TER,2008,3825,1235.247,532.595,-397.834,1107.042,1.5,464.25,715.9272,706.112,529.135
TERADYNE INC,MA,TER,2009,3825,1235.337,433.343,-133.837,819.407,0.8,365.265,1876.7628,664.579,570.758
TERADYNE INC,MA,TER,2010,3825,1810.355,682.404,379.73,1608.65,0.6,427.123,2555.7714,1122.188,688.167
TERADYNE INC,MA,TER,2011,3825,2188.639,652.15,373.809,1429.061,1,429.311,2502.2908,1505.06,683.579
TERADYNE INC,MA,TER,2012,3825,2429.345,709.575,217.049,1656.75,1.6,532.882,3173.7661,1778.355,650.99
TERADYNE INC,MA,TER,2013,3825,2629.824,561.815,164.947,1427.933,1.7,543.615,3378.3002,1985.094,644.73
TERADYNE INC,MA,TER,2014,3825,2538.52,695.626,81.272,1647.824,1.9,604.754,4286.7713,2078.98,459.54
TERADYNE INC,MA,TER,2015,3825,2548.674,654.188,206.477,1639.578,3.3,598.563,4209.2595,1965.786,582.888
TERADYNE INC,MA,TER,2016,3825,2762.493,728.901,-43.421,1753.25,6.4,606.707,5059.0958,1828.659,933.834
TERADYNE INC,MA,TER,2017,3825,3109.545,846.612,257.692,2136.606,9.1,653.952,8187.5948,1953.646,1155.899
TEXAS INSTRUMENTS INC,DE,TXN,2008,3674,11923,5180,1920,12501,123,3527,19832.9459,9326,2597
TEXAS INSTRUMENTS INC,DE,TXN,2009,3674,12119,4503,1470,10427,42,2796,32317.4751,9722,2397
TEXAS INSTRUMENTS INC,DE,TXN,2010,3674,13401,5561,3228,13966,44,3086,37941.93,10437,2964
TEXAS INSTRUMENTS INC,DE,TXN,2011,3674,20497,5847,2236,13697,43,3353,33170.7868,10952,9545
TEXAS INSTRUMENTS INC,DE,TXN,2012,3674,20021,5475,1759,12690,46,3681,34231.6493,10961,9060
TEXAS INSTRUMENTS INC,DE,TXN,2013,3674,18938,4867,2162,12205,46,3380,47545.8797,10807,8131
TEXAS INSTRUMENTS INC,DE,TXN,2014,3674,17722,4709,2821,13045,45,3201,55957.9126,10390,7332
TEXAS INSTRUMENTS INC,DE,TXN,2015,3674,16230,4626,2986,13000,46,3028,55427.5991,9946,6284
TEXAS INSTRUMENTS INC,DE,TXN,2016,3674,16431,4494,3595,13370,44,3137,72676.9525,10473,5958
TEXAS INSTRUMENTS INC,DE,TXN,2017,3674,17642,4761,3682,14961,39,3202,102681.126,10337,7305
THOR INDUSTRIES INC,DE,THO,2008,3790,996.562,2294.809,92.706,2640.68,8.139,176.932,1087.7328,699.696,296.866
THOR INDUSTRIES INC,DE,THO,2009,3790,951.124,1358.08,17.143,1521.896,5.77,122.85,1325.5943,705.033,246.091
THOR INDUSTRIES INC,DE,THO,2010,3790,964.073,1959.297,110.064,2276.557,5.377,144.862,1432.7021,657.278,306.795
THOR INDUSTRIES INC,DE,THO,2011,3790,1198.07,2411.648,106.273,2755.508,7.149,176.01,1380.9232,836.274,361.796
THOR INDUSTRIES INC,DE,THO,2012,3790,1243.054,2717.216,121.739,3084.66,7.863,165.979,1520.4203,850.827,392.227
THOR INDUSTRIES INC,DE,THO,2013,3790,1328.268,2806.089,152.862,3241.795,8.794,190.761,2874.7574,892.614,435.654
THOR INDUSTRIES INC,DE,THO,2014,3790,1408.718,3044.752,179.002,3525.456,9.492,206.17,2824.8901,977.697,431.021
THOR INDUSTRIES INC,DE,THO,2015,3790,1503.248,3436.27,199.385,4006.819,12.515,248.529,2927.8326,1065.187,438.061
THOR INDUSTRIES INC,DE,THO,2016,3790,2325.464,3834.986,256.519,4582.112,14.472,302.457,4017.0488,1265.222,1060.242
THOR INDUSTRIES INC,DE,THO,2017,3790,2557.931,6174.746,374.254,7246.952,24.997,414.137,5539.9351,1576.54,981.391
SIX FLAGS ENTERTAINMENT CORP,DE,SIX,2008,7996,3030.845,505.707,-112.963,1021.298,93.078,214.34,30.2951,-443.825,2757.894
SIX FLAGS ENTERTAINMENT CORP,DE,SIX,2009,7996,2907.652,502.274,-229.167,912.861,91.456,196.874,7.5711,-584.174,3135.893
SIX FLAGS ENTERTAINMENT CORP,DE,SIX,2010,7996,2733.253,487.283,598.926,975.889,69.3,189.687,1515.8016,863.708,1423.435
SIX FLAGS ENTERTAINMENT CORP,DE,SIX,2011,7996,2648.178,475.16,-22.66,1013.174,62.5,215.059,2253.4361,763.478,1440.603
SIX FLAGS ENTERTAINMENT CORP,DE,SIX,2012,7996,3056.391,490.948,354.009,1070.332,61.5,225.875,3293.7228,892.219,1722.297
SIX FLAGS ENTERTAINMENT CORP,DE,SIX,2013,7996,2607.814,504.145,118.552,1109.93,61.2,189.218,3492.6347,373.337,1796.908
SIX FLAGS ENTERTAINMENT CORP,DE,SIX,2014,7996,2534.919,527.946,76.022,1175.793,63.2,310.955,4010.2747,223.895,1873.479
SIX FLAGS ENTERTAINMENT CORP,DE,SIX,2015,7996,2428.44,565.928,154.69,1263.938,62.8,234.81,5029.8119,24.216,1968.503
SIX FLAGS ENTERTAINMENT CORP,DE,SIX,2016,7996,2487.672,598.986,118.302,1319.398,62.8,291.794,5447.306,-186.49,2188.286
SIX FLAGS ENTERTAINMENT CORP,DE,SIX,2017,7996,2456.676,619.497,273.816,1359.074,63.7,158.498,5624.3662,-505.112,2467.357
TOFUTTI BRANDS INC,DE,TOFB,2008,2024,5.079,14.182,0.217,19.609,0.267,4.987,10.6375,3.616,1.463
TOFUTTI BRANDS INC,DE,TOFB,2009,2024,5.4,12.699,0.506,18.679,0.295,4.765,7.5584,4.12,1.28
TOFUTTI BRANDS INC,DE,TOFB,2010,2024,5.791,12.266,0.462,17.713,0.295,4.64,10.4058,4.446,1.345
TOFUTTI BRANDS INC,DE,TOFB,2011,2024,5.421,11.436,0.043,15.926,0.244,4.353,8.7754,4.465,0.956
TOFUTTI BRANDS INC,DE,TOFB,2012,2024,4.69,10.387,-0.824,14.343,0.279,4.863,5.9792,3.625,1.065
TOFUTTI BRANDS INC,DE,TOFB,2013,2024,4.206,10.727,-0.908,14.692,0.323,4.864,17.5751,2.717,1.489
TOFUTTI BRANDS INC,DE,TOFB,2014,2024,4.326,10.101,-0.163,14.353,0.265,4.481,29.7901,2.554,1.772
TOFUTTI BRANDS INC,DE,TOFB,2015,2024,3.523,10.16,-0.643,13.764,0.236,4.318,21.4922,2.024,1.499
TOFUTTI BRANDS INC,DE,TOFB,2016,2024,4.52,9.876,0.421,14.473,0.158,4.116,8.4526,2.47,2.05
TOFUTTI BRANDS INC,DE,TOFB,2017,2024,4.851,9.362,0.704,14.107,0.192,3.99,9.2772,3.243,1.608
TORO CO,DE,TTC,2008,3523,932.26,1177.437,119.651,1881.933,43.137,449.601,1193.7154,364.675,567.585
TORO CO,DE,TTC,2009,3523,872.682,967.937,62.837,1525.706,33.496,393.678,1235.3204,315.212,557.47
TORO CO,DE,TTC,2010,3523,885.622,1068.976,93.237,1691.157,39.281,425.125,1781.9802,275.81,609.812
TORO CO,DE,TTC,2011,3523,870.663,1198.8,117.658,1884.919,49.362,452.16,1599.7461,266.767,603.896
TORO CO,DE,TTC,2012,3523,935.199,1232.748,129.541,1959.796,46.947,467.481,2459.9905,312.402,622.797
TORO CO,DE,TTC,2013,3523,1002.748,1262.658,154.845,2042.524,48.071,494.135,3347.1437,358.738,644.01
TORO CO,DE,TTC,2014,3523,1192.415,1346.282,173.87,2173.768,43.59,509.605,3437.0029,408.727,783.688
TORO CO,DE,TTC,2015,3523,1303.658,1493.18,201.591,2391.961,42.843,536.562,4113.5808,462.165,841.493
TORO CO,DE,TTC,2016,3523,1387.518,1454.675,230.994,2393.262,41.837,540.199,5191.4848,550.035,837.483
TORO CO,DE,TTC,2017,3523,1493.787,1519.784,267.717,2506.273,42.963,565.727,6717.5966,617.092,876.695
TOROTEL INC,MO,TTLO,2008,3677,2.783,3.705,0.165,6.055,0.01,2.035,3.2329,1.544,1.239
TOROTEL INC,MO,TTLO,2009,3677,3.026,4.542,0.303,7.205,0.014,2.201,1.5868,1.969,1.057
TOROTEL INC,MO,TTLO,2010,3677,4.16,4.56,-0.027,7.091,0.001,2.409,1.7619,2.012,2.148
TOROTEL INC,MO,TTLO,2011,3677,6.122,7.347,1.233,11.133,0.007,2.912,3.2642,3.298,2.824
TOROTEL INC,MO,TTLO,2012,3677,5.266,7.463,-0.016,10.828,0.014,3.028,1.5445,3.176,2.09
TOROTEL INC,MO,TTLO,2013,3677,6.74,7.532,1.221,11.981,0.004,3.054,2.1591,4.361,2.379
TOROTEL INC,MO,TTLO,2014,3677,7.312,8.149,0.872,13.1,0.02,3.789,4.8859,5.267,2.045
TOROTEL INC,MO,TTLO,2015,3677,7.475,8.948,0.12,13.562,0.004,3.962,3.7066,5.422,2.053
TOROTEL INC,MO,TTLO,2016,3677,7.68,10.592,0.504,16.194,0.001,4.454,4.9982,5.861,1.819
TOROTEL INC,MO,TTLO,2017,3677,8.265,10.782,-0.261,16.302,0.006,5.644,4.7075,5.661,2.604
TYSON FOODS INC  -CL A,DE,TSN,2008,2011,10850,25105,86,26862,495,879,4508.9022,5014,5836
TYSON FOODS INC  -CL A,DE,TSN,2009,2011,10595,25046,-537,26704,491,841,4757.3168,4352,6145
TYSON FOODS INC  -CL A,DE,TSN,2010,2011,10752,25519,780,28430,505,937,6043.2246,5166,5487
TYSON FOODS INC  -CL A,DE,TSN,2011,2011,11071,29616,750,32266,552,914,6419.5544,5657,5386
TYSON FOODS INC  -CL A,DE,TSN,2012,2011,11896,30659,583,33278,496,897,5751.18,6012,5854
TYSON FOODS INC  -CL A,DE,TSN,2013,2011,12177,31525,778,34374,555,983,9728.32,6201,5944
TYSON FOODS INC  -CL A,DE,TSN,2014,2011,23956,34287,864,37580,641,1184,14803.12,8890,15052
TYSON FOODS INC  -CL A,DE,TSN,2015,2011,23004,36686,1220,41373,966,1681,15903.9,9691,13298
TYSON FOODS INC  -CL A,DE,TSN,2016,2011,22373,31487,1768,36881,238,1827,26955.87,9608,12749
TYSON FOODS INC  -CL A,DE,TSN,2017,2011,28066,32268,1774,38260,238,1913,25897.9132,10541,17507
USG CORP,DE,USG,2008,3270,4719,4234,-463,4608,23,380,797.3992,1550,3169
USG CORP,DE,USG,2009,3270,4097,2887,-787,3235,13,304,1395.165,930,3167
USG CORP,DE,USG,2010,3270,4087,2597,-405,2939,15,314,1731.4031,619,3468
USG CORP,DE,USG,2011,3270,3719,2673,-390,3024,15,307,1070.1426,156,3563
USG CORP,DE,USG,2012,3270,3723,2673,-126,3224,15,304,3027.3495,6,3704
USG CORP,DE,USG,2013,3270,4121,2831,47,3570,22,320,3896.9713,638,3459
USG CORP,DE,USG,2014,3270,3994,2929,37,3724,23,326,4052.0563,407,3586
